block_order,judgment,video_id
1,self_other,16
1,self_other,7
1,self_other,8
2,mentalizing,15
2,mentalizing,10
2,mentalizing,11
3,self_other,17
3,self_other,3
3,self_other,13
4,mentalizing,17
4,mentalizing,7
4,mentalizing,6
5,self_other,4
5,self_other,6
5,self_other,2
6,likeability,19
6,likeability,18
6,likeability,12
7,self_other,19
7,self_other,9
7,self_other,11
8,likeability,11
8,likeability,1
8,likeability,21
9,mentalizing,20
9,mentalizing,12
9,mentalizing,8
10,self_other,14
10,self_other,15
10,self_other,21
11,likeability,6
11,likeability,20
11,likeability,8
12,mentalizing,3
12,mentalizing,21
12,mentalizing,9
13,self_other,20
13,self_other,5
13,self_other,18
14,likeability,14
14,likeability,13
14,likeability,3
15,self_other,10
15,self_other,12
15,self_other,1
16,likeability,16
16,likeability,4
16,likeability,9
17,mentalizing,5
17,mentalizing,13
17,mentalizing,2
18,likeability,7
18,likeability,10
18,likeability,2
19,mentalizing,4
19,mentalizing,16
19,mentalizing,1
20,likeability,15
20,likeability,17
20,likeability,5
21,mentalizing,18
21,mentalizing,19
21,mentalizing,14
