block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,15
1,mentalizing,11
2,likeability,8
2,likeability,20
2,likeability,6
3,self_other,18
3,self_other,20
3,self_other,5
4,mentalizing,6
4,mentalizing,17
4,mentalizing,7
5,self_other,13
5,self_other,3
5,self_other,17
6,mentalizing,12
6,mentalizing,8
6,mentalizing,20
7,self_other,14
7,self_other,15
7,self_other,21
8,likeability,19
8,likeability,18
8,likeability,12
9,self_other,11
9,self_other,9
9,self_other,19
10,likeability,5
10,likeability,17
10,likeability,15
11,self_other,2
11,self_other,6
11,self_other,4
12,mentalizing,9
12,mentalizing,21
12,mentalizing,3
13,likeability,1
13,likeability,21
13,likeability,11
14,mentalizing,2
14,mentalizing,5
14,mentalizing,13
15,likeability,16
15,likeability,4
15,likeability,9
16,self_other,7
16,self_other,8
16,self_other,16
17,mentalizing,1
17,mentalizing,16
17,mentalizing,4
18,self_other,12
18,self_other,10
18,self_other,1
19,likeability,13
19,likeability,3
19,likeability,14
20,mentalizing,14
20,mentalizing,19
20,mentalizing,18
21,likeability,10
21,likeability,7
21,likeability,2
