block_order,judgment,video_id
1,mentalizing,11
1,mentalizing,15
1,mentalizing,10
2,self_other,8
2,self_other,16
2,self_other,7
3,mentalizing,6
3,mentalizing,17
3,mentalizing,7
4,self_other,18
4,self_other,20
4,self_other,5
5,likeability,16
5,likeability,9
5,likeability,4
6,mentalizing,20
6,mentalizing,12
6,mentalizing,8
7,likeability,20
7,likeability,6
7,likeability,8
8,mentalizing,21
8,mentalizing,9
8,mentalizing,3
9,self_other,9
9,self_other,11
9,self_other,19
10,likeability,2
10,likeability,7
10,likeability,10
11,self_other,10
11,self_other,1
11,self_other,12
12,likeability,5
12,likeability,17
12,likeability,15
13,self_other,4
13,self_other,6
13,self_other,2
14,mentalizing,2
14,mentalizing,5
14,mentalizing,13
15,self_other,17
15,self_other,13
15,self_other,3
16,mentalizing,16
16,mentalizing,1
16,mentalizing,4
17,likeability,19
17,likeability,18
17,likeability,12
18,self_other,14
18,self_other,21
18,self_other,15
19,likeability,11
19,likeability,1
19,likeability,21
20,mentalizing,18
20,mentalizing,14
20,mentalizing,19
21,likeability,3
21,likeability,14
21,likeability,13
