block_order,judgment,video_id
1,self_other,12
1,self_other,10
1,self_other,1
2,mentalizing,10
2,mentalizing,15
2,mentalizing,11
3,likeability,9
3,likeability,4
3,likeability,16
4,self_other,8
4,self_other,16
4,self_other,7
5,likeability,13
5,likeability,14
5,likeability,3
6,self_other,18
6,self_other,20
6,self_other,5
7,mentalizing,17
7,mentalizing,7
7,mentalizing,6
8,likeability,7
8,likeability,2
8,likeability,10
9,self_other,3
9,self_other,13
9,self_other,17
10,mentalizing,8
10,mentalizing,12
10,mentalizing,20
11,likeability,1
11,likeability,11
11,likeability,21
12,self_other,19
12,self_other,11
12,self_other,9
13,mentalizing,9
13,mentalizing,3
13,mentalizing,21
14,likeability,18
14,likeability,19
14,likeability,12
15,mentalizing,2
15,mentalizing,13
15,mentalizing,5
16,self_other,6
16,self_other,4
16,self_other,2
17,mentalizing,1
17,mentalizing,4
17,mentalizing,16
18,likeability,6
18,likeability,20
18,likeability,8
19,mentalizing,19
19,mentalizing,18
19,mentalizing,14
20,self_other,15
20,self_other,21
20,self_other,14
21,likeability,15
21,likeability,17
21,likeability,5
