block_order,judgment,video_id
1,likeability,18
1,likeability,12
1,likeability,19
2,mentalizing,10
2,mentalizing,11
2,mentalizing,15
3,self_other,20
3,self_other,18
3,self_other,5
4,mentalizing,7
4,mentalizing,17
4,mentalizing,6
5,self_other,1
5,self_other,12
5,self_other,10
6,mentalizing,20
6,mentalizing,8
6,mentalizing,12
7,likeability,8
7,likeability,20
7,likeability,6
8,self_other,15
8,self_other,21
8,self_other,14
9,likeability,5
9,likeability,17
9,likeability,15
10,mentalizing,9
10,mentalizing,3
10,mentalizing,21
11,self_other,11
11,self_other,9
11,self_other,19
12,mentalizing,5
12,mentalizing,13
12,mentalizing,2
13,likeability,16
13,likeability,9
13,likeability,4
14,mentalizing,1
14,mentalizing,16
14,mentalizing,4
15,self_other,3
15,self_other,13
15,self_other,17
16,likeability,1
16,likeability,11
16,likeability,21
17,mentalizing,14
17,mentalizing,18
17,mentalizing,19
18,self_other,8
18,self_other,16
18,self_other,7
19,likeability,3
19,likeability,14
19,likeability,13
20,self_other,6
20,self_other,4
20,self_other,2
21,likeability,10
21,likeability,2
21,likeability,7
