block_order,judgment,video_id
1,self_other,18
1,self_other,20
1,self_other,5
2,likeability,11
2,likeability,1
2,likeability,21
3,self_other,15
3,self_other,14
3,self_other,21
4,mentalizing,10
4,mentalizing,11
4,mentalizing,15
5,self_other,11
5,self_other,9
5,self_other,19
6,likeability,3
6,likeability,14
6,likeability,13
7,self_other,7
7,self_other,8
7,self_other,16
8,likeability,18
8,likeability,12
8,likeability,19
9,mentalizing,6
9,mentalizing,7
9,mentalizing,17
10,self_other,10
10,self_other,1
10,self_other,12
11,mentalizing,12
11,mentalizing,8
11,mentalizing,20
12,likeability,9
12,likeability,16
12,likeability,4
13,mentalizing,9
13,mentalizing,21
13,mentalizing,3
14,self_other,4
14,self_other,2
14,self_other,6
15,mentalizing,5
15,mentalizing,13
15,mentalizing,2
16,likeability,2
16,likeability,10
16,likeability,7
17,self_other,17
17,self_other,3
17,self_other,13
18,likeability,6
18,likeability,8
18,likeability,20
19,mentalizing,1
19,mentalizing,16
19,mentalizing,4
20,likeability,5
20,likeability,15
20,likeability,17
21,mentalizing,18
21,mentalizing,19
21,mentalizing,14
