block_order,judgment,video_id
1,self_other,5
1,self_other,20
1,self_other,18
2,mentalizing,10
2,mentalizing,15
2,mentalizing,11
3,self_other,12
3,self_other,1
3,self_other,10
4,likeability,10
4,likeability,2
4,likeability,7
5,mentalizing,17
5,mentalizing,7
5,mentalizing,6
6,likeability,3
6,likeability,13
6,likeability,14
7,self_other,9
7,self_other,19
7,self_other,11
8,likeability,16
8,likeability,4
8,likeability,9
9,mentalizing,12
9,mentalizing,8
9,mentalizing,20
10,self_other,8
10,self_other,7
10,self_other,16
11,mentalizing,21
11,mentalizing,9
11,mentalizing,3
12,self_other,14
12,self_other,21
12,self_other,15
13,likeability,6
13,likeability,8
13,likeability,20
14,mentalizing,2
14,mentalizing,13
14,mentalizing,5
15,likeability,11
15,likeability,21
15,likeability,1
16,self_other,4
16,self_other,6
16,self_other,2
17,mentalizing,16
17,mentalizing,1
17,mentalizing,4
18,likeability,12
18,likeability,18
18,likeability,19
19,self_other,3
19,self_other,13
19,self_other,17
20,likeability,5
20,likeability,17
20,likeability,15
21,mentalizing,19
21,mentalizing,14
21,mentalizing,18
