block_order,judgment,video_id
1,self_other,20
1,self_other,18
1,self_other,5
2,mentalizing,15
2,mentalizing,10
2,mentalizing,11
3,self_other,13
3,self_other,3
3,self_other,17
4,likeability,4
4,likeability,9
4,likeability,16
5,self_other,6
5,self_other,4
5,self_other,2
6,mentalizing,6
6,mentalizing,7
6,mentalizing,17
7,likeability,8
7,likeability,6
7,likeability,20
8,mentalizing,20
8,mentalizing,12
8,mentalizing,8
9,likeability,7
9,likeability,10
9,likeability,2
10,mentalizing,21
10,mentalizing,3
10,mentalizing,9
11,likeability,5
11,likeability,17
11,likeability,15
12,self_other,10
12,self_other,12
12,self_other,1
13,likeability,1
13,likeability,11
13,likeability,21
14,self_other,11
14,self_other,9
14,self_other,19
15,mentalizing,2
15,mentalizing,5
15,mentalizing,13
16,likeability,18
16,likeability,12
16,likeability,19
17,self_other,16
17,self_other,8
17,self_other,7
18,mentalizing,16
18,mentalizing,4
18,mentalizing,1
19,self_other,21
19,self_other,14
19,self_other,15
20,mentalizing,14
20,mentalizing,19
20,mentalizing,18
21,likeability,14
21,likeability,3
21,likeability,13
