block_order,judgment,video_id
1,self_other,4
1,self_other,6
1,self_other,2
2,mentalizing,15
2,mentalizing,11
2,mentalizing,10
3,likeability,12
3,likeability,19
3,likeability,18
4,self_other,9
4,self_other,19
4,self_other,11
5,likeability,20
5,likeability,8
5,likeability,6
6,mentalizing,6
6,mentalizing,7
6,mentalizing,17
7,self_other,1
7,self_other,10
7,self_other,12
8,likeability,1
8,likeability,21
8,likeability,11
9,mentalizing,12
9,mentalizing,20
9,mentalizing,8
10,self_other,20
10,self_other,18
10,self_other,5
11,likeability,17
11,likeability,15
11,likeability,5
12,mentalizing,3
12,mentalizing,21
12,mentalizing,9
13,self_other,7
13,self_other,16
13,self_other,8
14,likeability,4
14,likeability,16
14,likeability,9
15,mentalizing,13
15,mentalizing,2
15,mentalizing,5
16,self_other,13
16,self_other,3
16,self_other,17
17,mentalizing,4
17,mentalizing,1
17,mentalizing,16
18,likeability,13
18,likeability,3
18,likeability,14
19,mentalizing,14
19,mentalizing,18
19,mentalizing,19
20,self_other,15
20,self_other,14
20,self_other,21
21,likeability,7
21,likeability,10
21,likeability,2
