block_order,judgment,video_id
1,mentalizing,11
1,mentalizing,15
1,mentalizing,10
2,self_other,11
2,self_other,19
2,self_other,9
3,likeability,9
3,likeability,16
3,likeability,4
4,mentalizing,6
4,mentalizing,7
4,mentalizing,17
5,self_other,1
5,self_other,12
5,self_other,10
6,mentalizing,20
6,mentalizing,8
6,mentalizing,12
7,self_other,21
7,self_other,15
7,self_other,14
8,mentalizing,9
8,mentalizing,21
8,mentalizing,3
9,likeability,8
9,likeability,6
9,likeability,20
10,self_other,17
10,self_other,3
10,self_other,13
11,mentalizing,13
11,mentalizing,5
11,mentalizing,2
12,likeability,19
12,likeability,12
12,likeability,18
13,self_other,4
13,self_other,2
13,self_other,6
14,likeability,21
14,likeability,11
14,likeability,1
15,mentalizing,4
15,mentalizing,16
15,mentalizing,1
16,self_other,16
16,self_other,7
16,self_other,8
17,likeability,15
17,likeability,17
17,likeability,5
18,self_other,20
18,self_other,5
18,self_other,18
19,likeability,7
19,likeability,2
19,likeability,10
20,mentalizing,14
20,mentalizing,19
20,mentalizing,18
21,likeability,13
21,likeability,14
21,likeability,3
