block_order,judgment,video_id
1,likeability,21
1,likeability,1
1,likeability,11
2,mentalizing,10
2,mentalizing,15
2,mentalizing,11
3,self_other,10
3,self_other,1
3,self_other,12
4,likeability,17
4,likeability,15
4,likeability,5
5,mentalizing,17
5,mentalizing,7
5,mentalizing,6
6,self_other,8
6,self_other,7
6,self_other,16
7,likeability,14
7,likeability,13
7,likeability,3
8,self_other,11
8,self_other,19
8,self_other,9
9,mentalizing,20
9,mentalizing,12
9,mentalizing,8
10,self_other,14
10,self_other,21
10,self_other,15
11,likeability,6
11,likeability,20
11,likeability,8
12,self_other,20
12,self_other,5
12,self_other,18
13,mentalizing,9
13,mentalizing,3
13,mentalizing,21
14,self_other,6
14,self_other,4
14,self_other,2
15,likeability,2
15,likeability,7
15,likeability,10
16,mentalizing,2
16,mentalizing,5
16,mentalizing,13
17,likeability,18
17,likeability,12
17,likeability,19
18,mentalizing,1
18,mentalizing,16
18,mentalizing,4
19,self_other,13
19,self_other,3
19,self_other,17
20,mentalizing,14
20,mentalizing,19
20,mentalizing,18
21,likeability,9
21,likeability,16
21,likeability,4
