block_order,judgment,video_id
1,self_other,14
1,self_other,21
1,self_other,15
2,mentalizing,10
2,mentalizing,15
2,mentalizing,11
3,likeability,18
3,likeability,12
3,likeability,19
4,self_other,11
4,self_other,19
4,self_other,9
5,mentalizing,7
5,mentalizing,17
5,mentalizing,6
6,likeability,8
6,likeability,20
6,likeability,6
7,mentalizing,8
7,mentalizing,12
7,mentalizing,20
8,self_other,2
8,self_other,4
8,self_other,6
9,likeability,1
9,likeability,11
9,likeability,21
10,mentalizing,21
10,mentalizing,9
10,mentalizing,3
11,self_other,13
11,self_other,3
11,self_other,17
12,likeability,13
12,likeability,14
12,likeability,3
13,mentalizing,5
13,mentalizing,2
13,mentalizing,13
14,self_other,18
14,self_other,5
14,self_other,20
15,mentalizing,4
15,mentalizing,16
15,mentalizing,1
16,likeability,17
16,likeability,15
16,likeability,5
17,self_other,12
17,self_other,1
17,self_other,10
18,mentalizing,19
18,mentalizing,18
18,mentalizing,14
19,likeability,7
19,likeability,10
19,likeability,2
20,self_other,16
20,self_other,8
20,self_other,7
21,likeability,9
21,likeability,16
21,likeability,4
