block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,15
1,mentalizing,11
2,self_other,8
2,self_other,7
2,self_other,16
3,likeability,21
3,likeability,11
3,likeability,1
4,self_other,19
4,self_other,11
4,self_other,9
5,likeability,10
5,likeability,7
5,likeability,2
6,mentalizing,6
6,mentalizing,17
6,mentalizing,7
7,likeability,4
7,likeability,16
7,likeability,9
8,self_other,5
8,self_other,20
8,self_other,18
9,mentalizing,8
9,mentalizing,12
9,mentalizing,20
10,likeability,13
10,likeability,14
10,likeability,3
11,mentalizing,9
11,mentalizing,3
11,mentalizing,21
12,self_other,12
12,self_other,1
12,self_other,10
13,mentalizing,13
13,mentalizing,5
13,mentalizing,2
14,self_other,14
14,self_other,21
14,self_other,15
15,likeability,6
15,likeability,8
15,likeability,20
16,mentalizing,1
16,mentalizing,4
16,mentalizing,16
17,self_other,13
17,self_other,3
17,self_other,17
18,likeability,17
18,likeability,5
18,likeability,15
19,self_other,4
19,self_other,6
19,self_other,2
20,mentalizing,19
20,mentalizing,14
20,mentalizing,18
21,likeability,12
21,likeability,18
21,likeability,19
