block_order,judgment,video_id
1,self_other,20
1,self_other,18
1,self_other,5
2,mentalizing,10
2,mentalizing,11
2,mentalizing,15
3,likeability,16
3,likeability,4
3,likeability,9
4,self_other,19
4,self_other,9
4,self_other,11
5,mentalizing,17
5,mentalizing,7
5,mentalizing,6
6,self_other,15
6,self_other,21
6,self_other,14
7,mentalizing,8
7,mentalizing,20
7,mentalizing,12
8,self_other,8
8,self_other,7
8,self_other,16
9,likeability,10
9,likeability,7
9,likeability,2
10,self_other,6
10,self_other,4
10,self_other,2
11,mentalizing,3
11,mentalizing,9
11,mentalizing,21
12,likeability,18
12,likeability,12
12,likeability,19
13,mentalizing,2
13,mentalizing,5
13,mentalizing,13
14,likeability,17
14,likeability,5
14,likeability,15
15,mentalizing,4
15,mentalizing,16
15,mentalizing,1
16,self_other,1
16,self_other,12
16,self_other,10
17,likeability,13
17,likeability,14
17,likeability,3
18,self_other,17
18,self_other,13
18,self_other,3
19,likeability,11
19,likeability,21
19,likeability,1
20,mentalizing,14
20,mentalizing,19
20,mentalizing,18
21,likeability,20
21,likeability,8
21,likeability,6
