block_order,judgment,video_id
1,likeability,9
1,likeability,4
1,likeability,16
2,mentalizing,11
2,mentalizing,15
2,mentalizing,10
3,likeability,3
3,likeability,14
3,likeability,13
4,self_other,6
4,self_other,4
4,self_other,2
5,likeability,15
5,likeability,17
5,likeability,5
6,mentalizing,7
6,mentalizing,6
6,mentalizing,17
7,likeability,6
7,likeability,8
7,likeability,20
8,self_other,7
8,self_other,16
8,self_other,8
9,likeability,11
9,likeability,21
9,likeability,1
10,mentalizing,12
10,mentalizing,8
10,mentalizing,20
11,self_other,12
11,self_other,1
11,self_other,10
12,mentalizing,3
12,mentalizing,21
12,mentalizing,9
13,self_other,15
13,self_other,14
13,self_other,21
14,likeability,18
14,likeability,12
14,likeability,19
15,self_other,18
15,self_other,20
15,self_other,5
16,mentalizing,5
16,mentalizing,2
16,mentalizing,13
17,likeability,7
17,likeability,10
17,likeability,2
18,self_other,13
18,self_other,17
18,self_other,3
19,mentalizing,1
19,mentalizing,4
19,mentalizing,16
20,self_other,9
20,self_other,19
20,self_other,11
21,mentalizing,18
21,mentalizing,19
21,mentalizing,14
