block_order,judgment,video_id
1,likeability,13
1,likeability,14
1,likeability,3
2,mentalizing,11
2,mentalizing,15
2,mentalizing,10
3,likeability,17
3,likeability,5
3,likeability,15
4,mentalizing,17
4,mentalizing,6
4,mentalizing,7
5,likeability,18
5,likeability,12
5,likeability,19
6,self_other,10
6,self_other,12
6,self_other,1
7,likeability,2
7,likeability,7
7,likeability,10
8,self_other,18
8,self_other,20
8,self_other,5
9,likeability,8
9,likeability,20
9,likeability,6
10,mentalizing,8
10,mentalizing,20
10,mentalizing,12
11,self_other,15
11,self_other,21
11,self_other,14
12,mentalizing,9
12,mentalizing,21
12,mentalizing,3
13,likeability,11
13,likeability,21
13,likeability,1
14,mentalizing,13
14,mentalizing,5
14,mentalizing,2
15,self_other,7
15,self_other,16
15,self_other,8
16,mentalizing,16
16,mentalizing,1
16,mentalizing,4
17,self_other,2
17,self_other,4
17,self_other,6
18,mentalizing,18
18,mentalizing,19
18,mentalizing,14
19,self_other,17
19,self_other,3
19,self_other,13
20,likeability,9
20,likeability,16
20,likeability,4
21,self_other,9
21,self_other,19
21,self_other,11
