block_order,judgment,video_id
1,mentalizing,15
1,mentalizing,11
1,mentalizing,10
2,self_other,8
2,self_other,16
2,self_other,7
3,mentalizing,7
3,mentalizing,6
3,mentalizing,17
4,likeability,3
4,likeability,14
4,likeability,13
5,mentalizing,20
5,mentalizing,8
5,mentalizing,12
6,likeability,21
6,likeability,11
6,likeability,1
7,mentalizing,21
7,mentalizing,3
7,mentalizing,9
8,likeability,20
8,likeability,8
8,likeability,6
9,mentalizing,5
9,mentalizing,13
9,mentalizing,2
10,self_other,19
10,self_other,9
10,self_other,11
11,likeability,10
11,likeability,2
11,likeability,7
12,self_other,18
12,self_other,20
12,self_other,5
13,likeability,12
13,likeability,18
13,likeability,19
14,self_other,13
14,self_other,17
14,self_other,3
15,mentalizing,4
15,mentalizing,1
15,mentalizing,16
16,self_other,1
16,self_other,12
16,self_other,10
17,mentalizing,14
17,mentalizing,19
17,mentalizing,18
18,likeability,17
18,likeability,15
18,likeability,5
19,self_other,21
19,self_other,14
19,self_other,15
20,likeability,9
20,likeability,4
20,likeability,16
21,self_other,6
21,self_other,4
21,self_other,2
