block_order,judgment,video_id
1,self_other,11
1,self_other,9
1,self_other,19
2,mentalizing,10
2,mentalizing,11
2,mentalizing,15
3,self_other,6
3,self_other,2
3,self_other,4
4,likeability,7
4,likeability,2
4,likeability,10
5,mentalizing,6
5,mentalizing,7
5,mentalizing,17
6,self_other,20
6,self_other,18
6,self_other,5
7,likeability,9
7,likeability,4
7,likeability,16
8,self_other,3
8,self_other,13
8,self_other,17
9,likeability,1
9,likeability,11
9,likeability,21
10,mentalizing,8
10,mentalizing,20
10,mentalizing,12
11,likeability,13
11,likeability,14
11,likeability,3
12,self_other,8
12,self_other,7
12,self_other,16
13,likeability,12
13,likeability,18
13,likeability,19
14,mentalizing,21
14,mentalizing,3
14,mentalizing,9
15,self_other,12
15,self_other,1
15,self_other,10
16,likeability,6
16,likeability,8
16,likeability,20
17,mentalizing,2
17,mentalizing,5
17,mentalizing,13
18,self_other,21
18,self_other,14
18,self_other,15
19,mentalizing,4
19,mentalizing,1
19,mentalizing,16
20,likeability,15
20,likeability,5
20,likeability,17
21,mentalizing,19
21,mentalizing,14
21,mentalizing,18
