block_order,judgment,video_id
1,self_other,12
1,self_other,1
1,self_other,10
2,likeability,19
2,likeability,12
2,likeability,18
3,mentalizing,10
3,mentalizing,11
3,mentalizing,15
4,likeability,5
4,likeability,17
4,likeability,15
5,self_other,16
5,self_other,7
5,self_other,8
6,likeability,9
6,likeability,16
6,likeability,4
7,self_other,20
7,self_other,18
7,self_other,5
8,mentalizing,17
8,mentalizing,7
8,mentalizing,6
9,likeability,8
9,likeability,20
9,likeability,6
10,mentalizing,20
10,mentalizing,8
10,mentalizing,12
11,likeability,21
11,likeability,11
11,likeability,1
12,self_other,21
12,self_other,14
12,self_other,15
13,mentalizing,9
13,mentalizing,3
13,mentalizing,21
14,self_other,13
14,self_other,3
14,self_other,17
15,likeability,14
15,likeability,3
15,likeability,13
16,self_other,9
16,self_other,11
16,self_other,19
17,mentalizing,13
17,mentalizing,2
17,mentalizing,5
18,likeability,7
18,likeability,10
18,likeability,2
19,mentalizing,4
19,mentalizing,1
19,mentalizing,16
20,self_other,4
20,self_other,2
20,self_other,6
21,mentalizing,19
21,mentalizing,18
21,mentalizing,14
