block_order,judgment,video_id
1,likeability,19
1,likeability,18
1,likeability,12
2,mentalizing,11
2,mentalizing,15
2,mentalizing,10
3,self_other,3
3,self_other,17
3,self_other,13
4,likeability,14
4,likeability,13
4,likeability,3
5,mentalizing,6
5,mentalizing,17
5,mentalizing,7
6,self_other,6
6,self_other,2
6,self_other,4
7,mentalizing,12
7,mentalizing,8
7,mentalizing,20
8,self_other,15
8,self_other,14
8,self_other,21
9,likeability,21
9,likeability,11
9,likeability,1
10,self_other,1
10,self_other,10
10,self_other,12
11,mentalizing,9
11,mentalizing,3
11,mentalizing,21
12,likeability,10
12,likeability,2
12,likeability,7
13,self_other,11
13,self_other,9
13,self_other,19
14,mentalizing,5
14,mentalizing,2
14,mentalizing,13
15,likeability,9
15,likeability,4
15,likeability,16
16,mentalizing,16
16,mentalizing,4
16,mentalizing,1
17,likeability,6
17,likeability,20
17,likeability,8
18,mentalizing,18
18,mentalizing,19
18,mentalizing,14
19,self_other,7
19,self_other,16
19,self_other,8
20,likeability,17
20,likeability,5
20,likeability,15
21,self_other,18
21,self_other,5
21,self_other,20
