block_order,judgment,video_id
1,self_other,14
1,self_other,21
1,self_other,15
2,likeability,18
2,likeability,19
2,likeability,12
3,mentalizing,15
3,mentalizing,10
3,mentalizing,11
4,self_other,7
4,self_other,8
4,self_other,16
5,likeability,3
5,likeability,14
5,likeability,13
6,mentalizing,17
6,mentalizing,7
6,mentalizing,6
7,likeability,5
7,likeability,15
7,likeability,17
8,mentalizing,20
8,mentalizing,12
8,mentalizing,8
9,self_other,5
9,self_other,20
9,self_other,18
10,mentalizing,9
10,mentalizing,21
10,mentalizing,3
11,self_other,4
11,self_other,6
11,self_other,2
12,mentalizing,2
12,mentalizing,13
12,mentalizing,5
13,self_other,11
13,self_other,9
13,self_other,19
14,likeability,2
14,likeability,10
14,likeability,7
15,self_other,3
15,self_other,17
15,self_other,13
16,likeability,8
16,likeability,20
16,likeability,6
17,mentalizing,16
17,mentalizing,1
17,mentalizing,4
18,likeability,16
18,likeability,4
18,likeability,9
19,self_other,10
19,self_other,12
19,self_other,1
20,likeability,1
20,likeability,11
20,likeability,21
21,mentalizing,18
21,mentalizing,14
21,mentalizing,19
