block_order,judgment,video_id
1,self_other,8
1,self_other,16
1,self_other,7
2,likeability,9
2,likeability,4
2,likeability,16
3,self_other,10
3,self_other,12
3,self_other,1
4,likeability,5
4,likeability,15
4,likeability,17
5,self_other,2
5,self_other,4
5,self_other,6
6,mentalizing,10
6,mentalizing,11
6,mentalizing,15
7,self_other,18
7,self_other,5
7,self_other,20
8,likeability,10
8,likeability,7
8,likeability,2
9,self_other,19
9,self_other,9
9,self_other,11
10,likeability,8
10,likeability,6
10,likeability,20
11,mentalizing,6
11,mentalizing,17
11,mentalizing,7
12,likeability,13
12,likeability,14
12,likeability,3
13,mentalizing,12
13,mentalizing,8
13,mentalizing,20
14,self_other,14
14,self_other,21
14,self_other,15
15,mentalizing,9
15,mentalizing,3
15,mentalizing,21
16,likeability,18
16,likeability,12
16,likeability,19
17,mentalizing,5
17,mentalizing,13
17,mentalizing,2
18,self_other,13
18,self_other,17
18,self_other,3
19,mentalizing,1
19,mentalizing,16
19,mentalizing,4
20,likeability,1
20,likeability,11
20,likeability,21
21,mentalizing,14
21,mentalizing,18
21,mentalizing,19
