block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,11
1,mentalizing,15
2,self_other,8
2,self_other,7
2,self_other,16
3,likeability,18
3,likeability,12
3,likeability,19
4,self_other,20
4,self_other,18
4,self_other,5
5,mentalizing,6
5,mentalizing,7
5,mentalizing,17
6,likeability,11
6,likeability,1
6,likeability,21
7,self_other,4
7,self_other,2
7,self_other,6
8,mentalizing,8
8,mentalizing,20
8,mentalizing,12
9,likeability,5
9,likeability,15
9,likeability,17
10,mentalizing,21
10,mentalizing,3
10,mentalizing,9
11,likeability,4
11,likeability,16
11,likeability,9
12,mentalizing,13
12,mentalizing,2
12,mentalizing,5
13,self_other,11
13,self_other,9
13,self_other,19
14,likeability,7
14,likeability,2
14,likeability,10
15,self_other,10
15,self_other,1
15,self_other,12
16,mentalizing,16
16,mentalizing,1
16,mentalizing,4
17,likeability,14
17,likeability,13
17,likeability,3
18,mentalizing,19
18,mentalizing,14
18,mentalizing,18
19,self_other,17
19,self_other,13
19,self_other,3
20,likeability,6
20,likeability,8
20,likeability,20
21,self_other,15
21,self_other,14
21,self_other,21
