block_order,judgment,video_id
1,likeability,10
1,likeability,2
1,likeability,7
2,mentalizing,15
2,mentalizing,11
2,mentalizing,10
3,likeability,14
3,likeability,13
3,likeability,3
4,mentalizing,6
4,mentalizing,7
4,mentalizing,17
5,self_other,16
5,self_other,8
5,self_other,7
6,likeability,4
6,likeability,9
6,likeability,16
7,self_other,19
7,self_other,9
7,self_other,11
8,mentalizing,8
8,mentalizing,12
8,mentalizing,20
9,self_other,15
9,self_other,21
9,self_other,14
10,mentalizing,3
10,mentalizing,21
10,mentalizing,9
11,likeability,20
11,likeability,6
11,likeability,8
12,mentalizing,13
12,mentalizing,2
12,mentalizing,5
13,self_other,4
13,self_other,2
13,self_other,6
14,mentalizing,4
14,mentalizing,1
14,mentalizing,16
15,likeability,17
15,likeability,15
15,likeability,5
16,self_other,12
16,self_other,1
16,self_other,10
17,likeability,21
17,likeability,11
17,likeability,1
18,self_other,18
18,self_other,20
18,self_other,5
19,mentalizing,14
19,mentalizing,18
19,mentalizing,19
20,likeability,19
20,likeability,12
20,likeability,18
21,self_other,3
21,self_other,13
21,self_other,17
