block_order,judgment,video_id
1,likeability,8
1,likeability,6
1,likeability,20
2,mentalizing,11
2,mentalizing,10
2,mentalizing,15
3,self_other,13
3,self_other,3
3,self_other,17
4,likeability,18
4,likeability,19
4,likeability,12
5,self_other,9
5,self_other,19
5,self_other,11
6,likeability,14
6,likeability,3
6,likeability,13
7,self_other,20
7,self_other,5
7,self_other,18
8,likeability,17
8,likeability,5
8,likeability,15
9,mentalizing,6
9,mentalizing,17
9,mentalizing,7
10,self_other,2
10,self_other,6
10,self_other,4
11,mentalizing,8
11,mentalizing,20
11,mentalizing,12
12,self_other,10
12,self_other,1
12,self_other,12
13,likeability,21
13,likeability,11
13,likeability,1
14,self_other,14
14,self_other,15
14,self_other,21
15,mentalizing,21
15,mentalizing,3
15,mentalizing,9
16,likeability,9
16,likeability,16
16,likeability,4
17,mentalizing,2
17,mentalizing,5
17,mentalizing,13
18,likeability,7
18,likeability,2
18,likeability,10
19,mentalizing,1
19,mentalizing,16
19,mentalizing,4
20,self_other,8
20,self_other,7
20,self_other,16
21,mentalizing,19
21,mentalizing,18
21,mentalizing,14
