block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,11
1,mentalizing,15
2,likeability,11
2,likeability,21
2,likeability,1
3,mentalizing,6
3,mentalizing,7
3,mentalizing,17
4,likeability,15
4,likeability,5
4,likeability,17
5,self_other,6
5,self_other,2
5,self_other,4
6,likeability,14
6,likeability,3
6,likeability,13
7,self_other,11
7,self_other,19
7,self_other,9
8,likeability,20
8,likeability,6
8,likeability,8
9,self_other,1
9,self_other,12
9,self_other,10
10,mentalizing,12
10,mentalizing,8
10,mentalizing,20
11,self_other,14
11,self_other,15
11,self_other,21
12,likeability,9
12,likeability,4
12,likeability,16
13,mentalizing,3
13,mentalizing,21
13,mentalizing,9
14,self_other,17
14,self_other,13
14,self_other,3
15,mentalizing,5
15,mentalizing,13
15,mentalizing,2
16,likeability,12
16,likeability,18
16,likeability,19
17,mentalizing,1
17,mentalizing,16
17,mentalizing,4
18,self_other,16
18,self_other,8
18,self_other,7
19,likeability,7
19,likeability,2
19,likeability,10
20,mentalizing,14
20,mentalizing,19
20,mentalizing,18
21,self_other,5
21,self_other,18
21,self_other,20
