block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,15
1,mentalizing,11
2,likeability,3
2,likeability,14
2,likeability,13
3,self_other,7
3,self_other,8
3,self_other,16
4,mentalizing,7
4,mentalizing,6
4,mentalizing,17
5,likeability,6
5,likeability,20
5,likeability,8
6,mentalizing,8
6,mentalizing,20
6,mentalizing,12
7,self_other,14
7,self_other,15
7,self_other,21
8,likeability,7
8,likeability,10
8,likeability,2
9,mentalizing,9
9,mentalizing,21
9,mentalizing,3
10,self_other,5
10,self_other,18
10,self_other,20
11,likeability,15
11,likeability,17
11,likeability,5
12,mentalizing,2
12,mentalizing,5
12,mentalizing,13
13,likeability,4
13,likeability,16
13,likeability,9
14,self_other,19
14,self_other,9
14,self_other,11
15,likeability,12
15,likeability,19
15,likeability,18
16,self_other,10
16,self_other,1
16,self_other,12
17,likeability,21
17,likeability,1
17,likeability,11
18,mentalizing,16
18,mentalizing,4
18,mentalizing,1
19,self_other,3
19,self_other,13
19,self_other,17
20,mentalizing,19
20,mentalizing,18
20,mentalizing,14
21,self_other,6
21,self_other,2
21,self_other,4
