block_order,judgment,video_id
1,likeability,4
1,likeability,9
1,likeability,16
2,self_other,8
2,self_other,7
2,self_other,16
3,mentalizing,10
3,mentalizing,11
3,mentalizing,15
4,likeability,5
4,likeability,17
4,likeability,15
5,mentalizing,6
5,mentalizing,7
5,mentalizing,17
6,likeability,11
6,likeability,21
6,likeability,1
7,self_other,13
7,self_other,3
7,self_other,17
8,mentalizing,20
8,mentalizing,8
8,mentalizing,12
9,self_other,9
9,self_other,11
9,self_other,19
10,mentalizing,9
10,mentalizing,21
10,mentalizing,3
11,self_other,20
11,self_other,5
11,self_other,18
12,likeability,10
12,likeability,7
12,likeability,2
13,self_other,1
13,self_other,10
13,self_other,12
14,mentalizing,13
14,mentalizing,2
14,mentalizing,5
15,likeability,8
15,likeability,6
15,likeability,20
16,self_other,15
16,self_other,21
16,self_other,14
17,likeability,19
17,likeability,12
17,likeability,18
18,mentalizing,16
18,mentalizing,1
18,mentalizing,4
19,likeability,13
19,likeability,3
19,likeability,14
20,mentalizing,14
20,mentalizing,19
20,mentalizing,18
21,self_other,4
21,self_other,6
21,self_other,2
