block_order,judgment,video_id
1,likeability,18
1,likeability,19
1,likeability,12
2,mentalizing,15
2,mentalizing,10
2,mentalizing,11
3,self_other,7
3,self_other,16
3,self_other,8
4,mentalizing,7
4,mentalizing,6
4,mentalizing,17
5,self_other,13
5,self_other,17
5,self_other,3
6,mentalizing,20
6,mentalizing,8
6,mentalizing,12
7,self_other,10
7,self_other,12
7,self_other,1
8,likeability,16
8,likeability,4
8,likeability,9
9,mentalizing,21
9,mentalizing,3
9,mentalizing,9
10,likeability,6
10,likeability,8
10,likeability,20
11,mentalizing,13
11,mentalizing,2
11,mentalizing,5
12,likeability,7
12,likeability,10
12,likeability,2
13,self_other,20
13,self_other,18
13,self_other,5
14,likeability,17
14,likeability,15
14,likeability,5
15,self_other,14
15,self_other,21
15,self_other,15
16,likeability,1
16,likeability,11
16,likeability,21
17,mentalizing,1
17,mentalizing,16
17,mentalizing,4
18,likeability,14
18,likeability,3
18,likeability,13
19,self_other,19
19,self_other,11
19,self_other,9
20,mentalizing,19
20,mentalizing,14
20,mentalizing,18
21,self_other,2
21,self_other,4
21,self_other,6
