block_order,judgment,video_id
1,likeability,13
1,likeability,3
1,likeability,14
2,mentalizing,15
2,mentalizing,10
2,mentalizing,11
3,self_other,16
3,self_other,7
3,self_other,8
4,mentalizing,7
4,mentalizing,17
4,mentalizing,6
5,self_other,10
5,self_other,1
5,self_other,12
6,likeability,12
6,likeability,19
6,likeability,18
7,mentalizing,8
7,mentalizing,12
7,mentalizing,20
8,self_other,6
8,self_other,2
8,self_other,4
9,likeability,8
9,likeability,20
9,likeability,6
10,self_other,3
10,self_other,13
10,self_other,17
11,mentalizing,21
11,mentalizing,9
11,mentalizing,3
12,likeability,1
12,likeability,21
12,likeability,11
13,mentalizing,5
13,mentalizing,2
13,mentalizing,13
14,likeability,17
14,likeability,5
14,likeability,15
15,self_other,5
15,self_other,18
15,self_other,20
16,likeability,7
16,likeability,2
16,likeability,10
17,self_other,9
17,self_other,19
17,self_other,11
18,mentalizing,4
18,mentalizing,1
18,mentalizing,16
19,likeability,16
19,likeability,4
19,likeability,9
20,mentalizing,18
20,mentalizing,19
20,mentalizing,14
21,self_other,14
21,self_other,15
21,self_other,21
