block_order,judgment,video_id
1,likeability,5
1,likeability,17
1,likeability,15
2,self_other,12
2,self_other,1
2,self_other,10
3,mentalizing,10
3,mentalizing,11
3,mentalizing,15
4,self_other,16
4,self_other,7
4,self_other,8
5,mentalizing,6
5,mentalizing,7
5,mentalizing,17
6,likeability,18
6,likeability,12
6,likeability,19
7,mentalizing,20
7,mentalizing,8
7,mentalizing,12
8,self_other,2
8,self_other,6
8,self_other,4
9,likeability,10
9,likeability,7
9,likeability,2
10,self_other,14
10,self_other,21
10,self_other,15
11,likeability,3
11,likeability,13
11,likeability,14
12,self_other,9
12,self_other,19
12,self_other,11
13,mentalizing,3
13,mentalizing,21
13,mentalizing,9
14,likeability,6
14,likeability,8
14,likeability,20
15,self_other,18
15,self_other,5
15,self_other,20
16,mentalizing,5
16,mentalizing,2
16,mentalizing,13
17,self_other,17
17,self_other,3
17,self_other,13
18,likeability,9
18,likeability,16
18,likeability,4
19,mentalizing,16
19,mentalizing,4
19,mentalizing,1
20,likeability,1
20,likeability,11
20,likeability,21
21,mentalizing,19
21,mentalizing,14
21,mentalizing,18
