block_order,judgment,video_id
1,self_other,19
1,self_other,11
1,self_other,9
2,likeability,15
2,likeability,17
2,likeability,5
3,mentalizing,10
3,mentalizing,11
3,mentalizing,15
4,self_other,8
4,self_other,7
4,self_other,16
5,likeability,4
5,likeability,9
5,likeability,16
6,mentalizing,7
6,mentalizing,6
6,mentalizing,17
7,self_other,5
7,self_other,18
7,self_other,20
8,mentalizing,20
8,mentalizing,8
8,mentalizing,12
9,likeability,1
9,likeability,11
9,likeability,21
10,self_other,12
10,self_other,1
10,self_other,10
11,mentalizing,9
11,mentalizing,21
11,mentalizing,3
12,likeability,8
12,likeability,20
12,likeability,6
13,self_other,4
13,self_other,2
13,self_other,6
14,likeability,10
14,likeability,7
14,likeability,2
15,self_other,14
15,self_other,21
15,self_other,15
16,mentalizing,5
16,mentalizing,2
16,mentalizing,13
17,self_other,3
17,self_other,13
17,self_other,17
18,likeability,18
18,likeability,12
18,likeability,19
19,mentalizing,1
19,mentalizing,16
19,mentalizing,4
20,likeability,3
20,likeability,13
20,likeability,14
21,mentalizing,19
21,mentalizing,18
21,mentalizing,14
