block_order,judgment,video_id
1,likeability,12
1,likeability,19
1,likeability,18
2,self_other,15
2,self_other,21
2,self_other,14
3,likeability,15
3,likeability,5
3,likeability,17
4,mentalizing,15
4,mentalizing,11
4,mentalizing,10
5,self_other,10
5,self_other,12
5,self_other,1
6,likeability,13
6,likeability,14
6,likeability,3
7,self_other,19
7,self_other,9
7,self_other,11
8,likeability,16
8,likeability,4
8,likeability,9
9,mentalizing,17
9,mentalizing,7
9,mentalizing,6
10,self_other,2
10,self_other,6
10,self_other,4
11,likeability,20
11,likeability,6
11,likeability,8
12,self_other,5
12,self_other,18
12,self_other,20
13,mentalizing,20
13,mentalizing,12
13,mentalizing,8
14,likeability,7
14,likeability,10
14,likeability,2
15,mentalizing,3
15,mentalizing,9
15,mentalizing,21
16,self_other,7
16,self_other,16
16,self_other,8
17,mentalizing,5
17,mentalizing,2
17,mentalizing,13
18,likeability,1
18,likeability,11
18,likeability,21
19,mentalizing,4
19,mentalizing,1
19,mentalizing,16
20,self_other,17
20,self_other,13
20,self_other,3
21,mentalizing,19
21,mentalizing,18
21,mentalizing,14
