block_order,judgment,video_id
1,self_other,21
1,self_other,15
1,self_other,14
2,likeability,18
2,likeability,19
2,likeability,12
3,mentalizing,10
3,mentalizing,15
3,mentalizing,11
4,likeability,16
4,likeability,9
4,likeability,4
5,mentalizing,6
5,mentalizing,7
5,mentalizing,17
6,self_other,5
6,self_other,18
6,self_other,20
7,mentalizing,8
7,mentalizing,20
7,mentalizing,12
8,self_other,7
8,self_other,8
8,self_other,16
9,likeability,8
9,likeability,6
9,likeability,20
10,mentalizing,3
10,mentalizing,21
10,mentalizing,9
11,self_other,19
11,self_other,9
11,self_other,11
12,mentalizing,13
12,mentalizing,5
12,mentalizing,2
13,likeability,5
13,likeability,15
13,likeability,17
14,mentalizing,1
14,mentalizing,16
14,mentalizing,4
15,self_other,10
15,self_other,12
15,self_other,1
16,likeability,7
16,likeability,2
16,likeability,10
17,mentalizing,19
17,mentalizing,18
17,mentalizing,14
18,likeability,13
18,likeability,14
18,likeability,3
19,self_other,17
19,self_other,3
19,self_other,13
20,likeability,1
20,likeability,21
20,likeability,11
21,self_other,4
21,self_other,2
21,self_other,6
