block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,11
1,mentalizing,15
2,self_other,21
2,self_other,14
2,self_other,15
3,mentalizing,6
3,mentalizing,17
3,mentalizing,7
4,likeability,15
4,likeability,17
4,likeability,5
5,mentalizing,20
5,mentalizing,8
5,mentalizing,12
6,likeability,18
6,likeability,19
6,likeability,12
7,mentalizing,3
7,mentalizing,21
7,mentalizing,9
8,self_other,18
8,self_other,5
8,self_other,20
9,mentalizing,13
9,mentalizing,5
9,mentalizing,2
10,self_other,11
10,self_other,9
10,self_other,19
11,likeability,10
11,likeability,7
11,likeability,2
12,self_other,1
12,self_other,10
12,self_other,12
13,likeability,8
13,likeability,6
13,likeability,20
14,self_other,13
14,self_other,3
14,self_other,17
15,likeability,3
15,likeability,13
15,likeability,14
16,mentalizing,4
16,mentalizing,16
16,mentalizing,1
17,self_other,7
17,self_other,16
17,self_other,8
18,likeability,16
18,likeability,9
18,likeability,4
19,self_other,4
19,self_other,2
19,self_other,6
20,mentalizing,14
20,mentalizing,19
20,mentalizing,18
21,likeability,21
21,likeability,1
21,likeability,11
