block_order,judgment,video_id
1,self_other,19
1,self_other,9
1,self_other,11
2,likeability,18
2,likeability,12
2,likeability,19
3,mentalizing,15
3,mentalizing,11
3,mentalizing,10
4,self_other,4
4,self_other,6
4,self_other,2
5,mentalizing,6
5,mentalizing,7
5,mentalizing,17
6,self_other,7
6,self_other,8
6,self_other,16
7,likeability,9
7,likeability,16
7,likeability,4
8,mentalizing,20
8,mentalizing,12
8,mentalizing,8
9,self_other,17
9,self_other,3
9,self_other,13
10,likeability,1
10,likeability,11
10,likeability,21
11,self_other,5
11,self_other,20
11,self_other,18
12,mentalizing,3
12,mentalizing,21
12,mentalizing,9
13,likeability,10
13,likeability,7
13,likeability,2
14,mentalizing,5
14,mentalizing,13
14,mentalizing,2
15,self_other,12
15,self_other,1
15,self_other,10
16,likeability,6
16,likeability,8
16,likeability,20
17,mentalizing,16
17,mentalizing,1
17,mentalizing,4
18,likeability,3
18,likeability,13
18,likeability,14
19,mentalizing,14
19,mentalizing,18
19,mentalizing,19
20,likeability,5
20,likeability,17
20,likeability,15
21,self_other,15
21,self_other,14
21,self_other,21
