block_order,judgment,video_id
1,mentalizing,11
1,mentalizing,10
1,mentalizing,15
2,self_other,14
2,self_other,21
2,self_other,15
3,likeability,16
3,likeability,9
3,likeability,4
4,mentalizing,6
4,mentalizing,7
4,mentalizing,17
5,likeability,3
5,likeability,13
5,likeability,14
6,self_other,6
6,self_other,2
6,self_other,4
7,likeability,2
7,likeability,7
7,likeability,10
8,self_other,7
8,self_other,8
8,self_other,16
9,likeability,5
9,likeability,15
9,likeability,17
10,self_other,5
10,self_other,20
10,self_other,18
11,mentalizing,12
11,mentalizing,20
11,mentalizing,8
12,self_other,13
12,self_other,17
12,self_other,3
13,mentalizing,21
13,mentalizing,3
13,mentalizing,9
14,self_other,1
14,self_other,12
14,self_other,10
15,likeability,11
15,likeability,1
15,likeability,21
16,mentalizing,13
16,mentalizing,5
16,mentalizing,2
17,likeability,6
17,likeability,20
17,likeability,8
18,mentalizing,1
18,mentalizing,16
18,mentalizing,4
19,likeability,18
19,likeability,19
19,likeability,12
20,self_other,9
20,self_other,19
20,self_other,11
21,mentalizing,14
21,mentalizing,18
21,mentalizing,19
