block_order,judgment,video_id
1,self_other,21
1,self_other,15
1,self_other,14
2,likeability,16
2,likeability,4
2,likeability,9
3,mentalizing,10
3,mentalizing,11
3,mentalizing,15
4,self_other,2
4,self_other,4
4,self_other,6
5,likeability,2
5,likeability,10
5,likeability,7
6,self_other,10
6,self_other,1
6,self_other,12
7,mentalizing,7
7,mentalizing,6
7,mentalizing,17
8,self_other,16
8,self_other,7
8,self_other,8
9,likeability,18
9,likeability,19
9,likeability,12
10,self_other,3
10,self_other,17
10,self_other,13
11,likeability,6
11,likeability,20
11,likeability,8
12,self_other,20
12,self_other,18
12,self_other,5
13,mentalizing,12
13,mentalizing,8
13,mentalizing,20
14,likeability,1
14,likeability,21
14,likeability,11
15,mentalizing,3
15,mentalizing,21
15,mentalizing,9
16,likeability,15
16,likeability,17
16,likeability,5
17,mentalizing,5
17,mentalizing,13
17,mentalizing,2
18,self_other,19
18,self_other,11
18,self_other,9
19,mentalizing,4
19,mentalizing,16
19,mentalizing,1
20,likeability,13
20,likeability,14
20,likeability,3
21,mentalizing,19
21,mentalizing,14
21,mentalizing,18
