block_order,judgment,video_id
1,mentalizing,15
1,mentalizing,10
1,mentalizing,11
2,self_other,7
2,self_other,16
2,self_other,8
3,likeability,15
3,likeability,17
3,likeability,5
4,self_other,12
4,self_other,1
4,self_other,10
5,likeability,14
5,likeability,3
5,likeability,13
6,self_other,20
6,self_other,18
6,self_other,5
7,mentalizing,7
7,mentalizing,6
7,mentalizing,17
8,self_other,15
8,self_other,21
8,self_other,14
9,mentalizing,20
9,mentalizing,8
9,mentalizing,12
10,likeability,2
10,likeability,7
10,likeability,10
11,mentalizing,21
11,mentalizing,3
11,mentalizing,9
12,likeability,18
12,likeability,19
12,likeability,12
13,mentalizing,5
13,mentalizing,13
13,mentalizing,2
14,self_other,17
14,self_other,13
14,self_other,3
15,likeability,8
15,likeability,20
15,likeability,6
16,self_other,9
16,self_other,11
16,self_other,19
17,likeability,16
17,likeability,4
17,likeability,9
18,mentalizing,4
18,mentalizing,16
18,mentalizing,1
19,likeability,1
19,likeability,21
19,likeability,11
20,self_other,4
20,self_other,2
20,self_other,6
21,mentalizing,18
21,mentalizing,14
21,mentalizing,19
