block_order,judgment,video_id
1,mentalizing,15
1,mentalizing,10
1,mentalizing,11
2,self_other,20
2,self_other,5
2,self_other,18
3,likeability,11
3,likeability,1
3,likeability,21
4,self_other,21
4,self_other,15
4,self_other,14
5,likeability,16
5,likeability,9
5,likeability,4
6,self_other,13
6,self_other,3
6,self_other,17
7,likeability,12
7,likeability,18
7,likeability,19
8,mentalizing,6
8,mentalizing,7
8,mentalizing,17
9,self_other,7
9,self_other,8
9,self_other,16
10,likeability,17
10,likeability,5
10,likeability,15
11,mentalizing,8
11,mentalizing,12
11,mentalizing,20
12,self_other,12
12,self_other,10
12,self_other,1
13,mentalizing,21
13,mentalizing,3
13,mentalizing,9
14,likeability,14
14,likeability,3
14,likeability,13
15,mentalizing,2
15,mentalizing,13
15,mentalizing,5
16,self_other,6
16,self_other,2
16,self_other,4
17,mentalizing,4
17,mentalizing,1
17,mentalizing,16
18,likeability,6
18,likeability,20
18,likeability,8
19,mentalizing,14
19,mentalizing,19
19,mentalizing,18
20,likeability,10
20,likeability,2
20,likeability,7
21,self_other,11
21,self_other,9
21,self_other,19
