block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,15
1,mentalizing,11
2,self_other,20
2,self_other,18
2,self_other,5
3,likeability,11
3,likeability,21
3,likeability,1
4,mentalizing,17
4,mentalizing,7
4,mentalizing,6
5,likeability,15
5,likeability,5
5,likeability,17
6,self_other,3
6,self_other,13
6,self_other,17
7,likeability,6
7,likeability,20
7,likeability,8
8,self_other,11
8,self_other,9
8,self_other,19
9,mentalizing,20
9,mentalizing,8
9,mentalizing,12
10,self_other,2
10,self_other,4
10,self_other,6
11,likeability,18
11,likeability,19
11,likeability,12
12,self_other,21
12,self_other,15
12,self_other,14
13,mentalizing,9
13,mentalizing,21
13,mentalizing,3
14,self_other,10
14,self_other,12
14,self_other,1
15,likeability,4
15,likeability,16
15,likeability,9
16,mentalizing,13
16,mentalizing,5
16,mentalizing,2
17,self_other,16
17,self_other,8
17,self_other,7
18,likeability,2
18,likeability,10
18,likeability,7
19,mentalizing,4
19,mentalizing,16
19,mentalizing,1
20,likeability,14
20,likeability,3
20,likeability,13
21,mentalizing,18
21,mentalizing,19
21,mentalizing,14
