block_order,judgment,video_id
1,mentalizing,15
1,mentalizing,11
1,mentalizing,10
2,self_other,1
2,self_other,12
2,self_other,10
3,likeability,9
3,likeability,4
3,likeability,16
4,self_other,11
4,self_other,19
4,self_other,9
5,likeability,17
5,likeability,5
5,likeability,15
6,self_other,14
6,self_other,21
6,self_other,15
7,mentalizing,7
7,mentalizing,17
7,mentalizing,6
8,self_other,3
8,self_other,17
8,self_other,13
9,likeability,18
9,likeability,19
9,likeability,12
10,self_other,8
10,self_other,16
10,self_other,7
11,mentalizing,8
11,mentalizing,20
11,mentalizing,12
12,self_other,18
12,self_other,5
12,self_other,20
13,likeability,7
13,likeability,10
13,likeability,2
14,mentalizing,9
14,mentalizing,3
14,mentalizing,21
15,likeability,11
15,likeability,1
15,likeability,21
16,mentalizing,5
16,mentalizing,2
16,mentalizing,13
17,likeability,13
17,likeability,14
17,likeability,3
18,mentalizing,4
18,mentalizing,1
18,mentalizing,16
19,self_other,4
19,self_other,2
19,self_other,6
20,likeability,8
20,likeability,20
20,likeability,6
21,mentalizing,18
21,mentalizing,19
21,mentalizing,14
