block_order,judgment,video_id
1,self_other,13
1,self_other,3
1,self_other,17
2,mentalizing,10
2,mentalizing,15
2,mentalizing,11
3,self_other,20
3,self_other,18
3,self_other,5
4,likeability,16
4,likeability,9
4,likeability,4
5,mentalizing,7
5,mentalizing,17
5,mentalizing,6
6,likeability,11
6,likeability,21
6,likeability,1
7,self_other,1
7,self_other,10
7,self_other,12
8,mentalizing,20
8,mentalizing,12
8,mentalizing,8
9,likeability,6
9,likeability,20
9,likeability,8
10,mentalizing,3
10,mentalizing,21
10,mentalizing,9
11,self_other,15
11,self_other,21
11,self_other,14
12,likeability,3
12,likeability,14
12,likeability,13
13,mentalizing,5
13,mentalizing,13
13,mentalizing,2
14,likeability,19
14,likeability,12
14,likeability,18
15,self_other,11
15,self_other,9
15,self_other,19
16,likeability,7
16,likeability,2
16,likeability,10
17,self_other,2
17,self_other,6
17,self_other,4
18,mentalizing,1
18,mentalizing,16
18,mentalizing,4
19,likeability,15
19,likeability,5
19,likeability,17
20,self_other,8
20,self_other,7
20,self_other,16
21,mentalizing,19
21,mentalizing,14
21,mentalizing,18
