block_order,judgment,video_id
1,mentalizing,15
1,mentalizing,10
1,mentalizing,11
2,likeability,6
2,likeability,20
2,likeability,8
3,self_other,12
3,self_other,1
3,self_other,10
4,mentalizing,17
4,mentalizing,7
4,mentalizing,6
5,self_other,18
5,self_other,20
5,self_other,5
6,mentalizing,8
6,mentalizing,20
6,mentalizing,12
7,likeability,9
7,likeability,16
7,likeability,4
8,self_other,16
8,self_other,8
8,self_other,7
9,mentalizing,9
9,mentalizing,21
9,mentalizing,3
10,self_other,15
10,self_other,21
10,self_other,14
11,mentalizing,13
11,mentalizing,2
11,mentalizing,5
12,likeability,18
12,likeability,12
12,likeability,19
13,mentalizing,16
13,mentalizing,1
13,mentalizing,4
14,likeability,17
14,likeability,5
14,likeability,15
15,self_other,4
15,self_other,2
15,self_other,6
16,likeability,13
16,likeability,14
16,likeability,3
17,mentalizing,19
17,mentalizing,14
17,mentalizing,18
18,self_other,17
18,self_other,3
18,self_other,13
19,likeability,21
19,likeability,1
19,likeability,11
20,self_other,19
20,self_other,9
20,self_other,11
21,likeability,10
21,likeability,2
21,likeability,7
