block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,11
1,mentalizing,15
2,likeability,9
2,likeability,4
2,likeability,16
3,mentalizing,17
3,mentalizing,6
3,mentalizing,7
4,self_other,2
4,self_other,6
4,self_other,4
5,likeability,14
5,likeability,3
5,likeability,13
6,self_other,19
6,self_other,11
6,self_other,9
7,mentalizing,12
7,mentalizing,8
7,mentalizing,20
8,likeability,20
8,likeability,6
8,likeability,8
9,self_other,13
9,self_other,3
9,self_other,17
10,mentalizing,9
10,mentalizing,21
10,mentalizing,3
11,likeability,19
11,likeability,12
11,likeability,18
12,self_other,14
12,self_other,15
12,self_other,21
13,likeability,1
13,likeability,11
13,likeability,21
14,mentalizing,2
14,mentalizing,13
14,mentalizing,5
15,self_other,12
15,self_other,10
15,self_other,1
16,mentalizing,4
16,mentalizing,16
16,mentalizing,1
17,self_other,20
17,self_other,18
17,self_other,5
18,mentalizing,18
18,mentalizing,19
18,mentalizing,14
19,likeability,2
19,likeability,10
19,likeability,7
20,self_other,8
20,self_other,7
20,self_other,16
21,likeability,15
21,likeability,17
21,likeability,5
