block_order,judgment,video_id
1,likeability,8
1,likeability,20
1,likeability,6
2,self_other,6
2,self_other,4
2,self_other,2
3,mentalizing,15
3,mentalizing,10
3,mentalizing,11
4,self_other,18
4,self_other,20
4,self_other,5
5,mentalizing,7
5,mentalizing,17
5,mentalizing,6
6,self_other,9
6,self_other,11
6,self_other,19
7,likeability,12
7,likeability,19
7,likeability,18
8,self_other,14
8,self_other,15
8,self_other,21
9,likeability,4
9,likeability,16
9,likeability,9
10,self_other,1
10,self_other,12
10,self_other,10
11,mentalizing,12
11,mentalizing,8
11,mentalizing,20
12,likeability,5
12,likeability,15
12,likeability,17
13,mentalizing,21
13,mentalizing,3
13,mentalizing,9
14,self_other,16
14,self_other,7
14,self_other,8
15,mentalizing,2
15,mentalizing,5
15,mentalizing,13
16,likeability,10
16,likeability,2
16,likeability,7
17,mentalizing,1
17,mentalizing,4
17,mentalizing,16
18,self_other,3
18,self_other,13
18,self_other,17
19,likeability,3
19,likeability,13
19,likeability,14
20,mentalizing,19
20,mentalizing,14
20,mentalizing,18
21,likeability,11
21,likeability,1
21,likeability,21
