block_order,judgment,video_id
1,likeability,20
1,likeability,6
1,likeability,8
2,self_other,6
2,self_other,2
2,self_other,4
3,likeability,1
3,likeability,11
3,likeability,21
4,mentalizing,15
4,mentalizing,10
4,mentalizing,11
5,self_other,14
5,self_other,21
5,self_other,15
6,mentalizing,17
6,mentalizing,6
6,mentalizing,7
7,likeability,13
7,likeability,3
7,likeability,14
8,mentalizing,12
8,mentalizing,20
8,mentalizing,8
9,self_other,9
9,self_other,11
9,self_other,19
10,likeability,15
10,likeability,17
10,likeability,5
11,self_other,17
11,self_other,3
11,self_other,13
12,likeability,9
12,likeability,4
12,likeability,16
13,mentalizing,21
13,mentalizing,9
13,mentalizing,3
14,self_other,5
14,self_other,18
14,self_other,20
15,mentalizing,5
15,mentalizing,2
15,mentalizing,13
16,likeability,10
16,likeability,7
16,likeability,2
17,self_other,10
17,self_other,1
17,self_other,12
18,mentalizing,1
18,mentalizing,16
18,mentalizing,4
19,likeability,19
19,likeability,18
19,likeability,12
20,self_other,7
20,self_other,8
20,self_other,16
21,mentalizing,18
21,mentalizing,14
21,mentalizing,19
