block_order,judgment,video_id
1,likeability,12
1,likeability,19
1,likeability,18
2,mentalizing,15
2,mentalizing,11
2,mentalizing,10
3,self_other,3
3,self_other,17
3,self_other,13
4,likeability,14
4,likeability,13
4,likeability,3
5,mentalizing,17
5,mentalizing,6
5,mentalizing,7
6,likeability,9
6,likeability,4
6,likeability,16
7,self_other,19
7,self_other,9
7,self_other,11
8,mentalizing,8
8,mentalizing,20
8,mentalizing,12
9,self_other,20
9,self_other,18
9,self_other,5
10,likeability,20
10,likeability,6
10,likeability,8
11,mentalizing,21
11,mentalizing,3
11,mentalizing,9
12,self_other,15
12,self_other,14
12,self_other,21
13,mentalizing,5
13,mentalizing,2
13,mentalizing,13
14,likeability,1
14,likeability,11
14,likeability,21
15,self_other,7
15,self_other,16
15,self_other,8
16,likeability,10
16,likeability,7
16,likeability,2
17,self_other,1
17,self_other,10
17,self_other,12
18,mentalizing,16
18,mentalizing,1
18,mentalizing,4
19,self_other,4
19,self_other,2
19,self_other,6
20,mentalizing,19
20,mentalizing,14
20,mentalizing,18
21,likeability,17
21,likeability,15
21,likeability,5
