block_order,judgment,video_id
1,self_other,12
1,self_other,10
1,self_other,1
2,likeability,21
2,likeability,1
2,likeability,11
3,mentalizing,15
3,mentalizing,11
3,mentalizing,10
4,likeability,18
4,likeability,19
4,likeability,12
5,self_other,16
5,self_other,7
5,self_other,8
6,likeability,2
6,likeability,10
6,likeability,7
7,self_other,9
7,self_other,11
7,self_other,19
8,mentalizing,6
8,mentalizing,17
8,mentalizing,7
9,likeability,3
9,likeability,14
9,likeability,13
10,self_other,6
10,self_other,2
10,self_other,4
11,mentalizing,20
11,mentalizing,8
11,mentalizing,12
12,likeability,9
12,likeability,16
12,likeability,4
13,mentalizing,9
13,mentalizing,21
13,mentalizing,3
14,self_other,13
14,self_other,3
14,self_other,17
15,mentalizing,5
15,mentalizing,2
15,mentalizing,13
16,likeability,17
16,likeability,5
16,likeability,15
17,self_other,21
17,self_other,15
17,self_other,14
18,mentalizing,1
18,mentalizing,4
18,mentalizing,16
19,self_other,18
19,self_other,20
19,self_other,5
20,mentalizing,14
20,mentalizing,18
20,mentalizing,19
21,likeability,20
21,likeability,8
21,likeability,6
