block_order,judgment,video_id
1,likeability,19
1,likeability,12
1,likeability,18
2,mentalizing,11
2,mentalizing,15
2,mentalizing,10
3,self_other,11
3,self_other,9
3,self_other,19
4,likeability,16
4,likeability,9
4,likeability,4
5,mentalizing,7
5,mentalizing,17
5,mentalizing,6
6,self_other,16
6,self_other,8
6,self_other,7
7,likeability,2
7,likeability,7
7,likeability,10
8,self_other,20
8,self_other,5
8,self_other,18
9,likeability,17
9,likeability,5
9,likeability,15
10,self_other,4
10,self_other,2
10,self_other,6
11,mentalizing,8
11,mentalizing,20
11,mentalizing,12
12,self_other,21
12,self_other,14
12,self_other,15
13,mentalizing,9
13,mentalizing,21
13,mentalizing,3
14,self_other,10
14,self_other,12
14,self_other,1
15,likeability,1
15,likeability,11
15,likeability,21
16,self_other,17
16,self_other,13
16,self_other,3
17,mentalizing,13
17,mentalizing,5
17,mentalizing,2
18,likeability,20
18,likeability,8
18,likeability,6
19,mentalizing,4
19,mentalizing,1
19,mentalizing,16
20,likeability,3
20,likeability,14
20,likeability,13
21,mentalizing,19
21,mentalizing,14
21,mentalizing,18
