block_order,judgment,video_id
1,likeability,19
1,likeability,18
1,likeability,12
2,self_other,17
2,self_other,3
2,self_other,13
3,mentalizing,10
3,mentalizing,11
3,mentalizing,15
4,likeability,6
4,likeability,20
4,likeability,8
5,mentalizing,17
5,mentalizing,6
5,mentalizing,7
6,likeability,16
6,likeability,4
6,likeability,9
7,self_other,12
7,self_other,1
7,self_other,10
8,mentalizing,20
8,mentalizing,12
8,mentalizing,8
9,self_other,6
9,self_other,2
9,self_other,4
10,mentalizing,21
10,mentalizing,9
10,mentalizing,3
11,self_other,9
11,self_other,19
11,self_other,11
12,likeability,7
12,likeability,2
12,likeability,10
13,mentalizing,2
13,mentalizing,5
13,mentalizing,13
14,likeability,5
14,likeability,15
14,likeability,17
15,self_other,15
15,self_other,14
15,self_other,21
16,likeability,1
16,likeability,11
16,likeability,21
17,mentalizing,4
17,mentalizing,1
17,mentalizing,16
18,self_other,16
18,self_other,8
18,self_other,7
19,mentalizing,19
19,mentalizing,18
19,mentalizing,14
20,self_other,20
20,self_other,18
20,self_other,5
21,likeability,14
21,likeability,13
21,likeability,3
