block_order,judgment,video_id
1,self_other,12
1,self_other,1
1,self_other,10
2,mentalizing,10
2,mentalizing,11
2,mentalizing,15
3,self_other,17
3,self_other,13
3,self_other,3
4,likeability,10
4,likeability,2
4,likeability,7
5,mentalizing,7
5,mentalizing,6
5,mentalizing,17
6,likeability,3
6,likeability,14
6,likeability,13
7,mentalizing,12
7,mentalizing,8
7,mentalizing,20
8,likeability,5
8,likeability,15
8,likeability,17
9,self_other,2
9,self_other,4
9,self_other,6
10,mentalizing,3
10,mentalizing,9
10,mentalizing,21
11,self_other,21
11,self_other,14
11,self_other,15
12,mentalizing,5
12,mentalizing,13
12,mentalizing,2
13,likeability,18
13,likeability,19
13,likeability,12
14,self_other,7
14,self_other,8
14,self_other,16
15,likeability,1
15,likeability,21
15,likeability,11
16,self_other,9
16,self_other,19
16,self_other,11
17,mentalizing,1
17,mentalizing,16
17,mentalizing,4
18,self_other,18
18,self_other,20
18,self_other,5
19,likeability,9
19,likeability,16
19,likeability,4
20,mentalizing,18
20,mentalizing,14
20,mentalizing,19
21,likeability,6
21,likeability,8
21,likeability,20
