block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,11
1,mentalizing,15
2,likeability,2
2,likeability,10
2,likeability,7
3,self_other,17
3,self_other,13
3,self_other,3
4,mentalizing,6
4,mentalizing,7
4,mentalizing,17
5,likeability,6
5,likeability,8
5,likeability,20
6,self_other,15
6,self_other,14
6,self_other,21
7,mentalizing,8
7,mentalizing,20
7,mentalizing,12
8,self_other,4
8,self_other,2
8,self_other,6
9,likeability,9
9,likeability,4
9,likeability,16
10,mentalizing,21
10,mentalizing,3
10,mentalizing,9
11,self_other,20
11,self_other,18
11,self_other,5
12,likeability,11
12,likeability,21
12,likeability,1
13,mentalizing,13
13,mentalizing,2
13,mentalizing,5
14,likeability,15
14,likeability,5
14,likeability,17
15,self_other,8
15,self_other,7
15,self_other,16
16,mentalizing,1
16,mentalizing,4
16,mentalizing,16
17,likeability,14
17,likeability,13
17,likeability,3
18,self_other,19
18,self_other,9
18,self_other,11
19,likeability,19
19,likeability,12
19,likeability,18
20,self_other,1
20,self_other,10
20,self_other,12
21,mentalizing,19
21,mentalizing,14
21,mentalizing,18
