block_order,judgment,video_id
1,self_other,21
1,self_other,14
1,self_other,15
2,likeability,13
2,likeability,3
2,likeability,14
3,mentalizing,10
3,mentalizing,15
3,mentalizing,11
4,self_other,2
4,self_other,6
4,self_other,4
5,likeability,8
5,likeability,20
5,likeability,6
6,self_other,20
6,self_other,5
6,self_other,18
7,mentalizing,17
7,mentalizing,7
7,mentalizing,6
8,likeability,1
8,likeability,21
8,likeability,11
9,mentalizing,20
9,mentalizing,8
9,mentalizing,12
10,self_other,9
10,self_other,11
10,self_other,19
11,mentalizing,9
11,mentalizing,21
11,mentalizing,3
12,likeability,7
12,likeability,10
12,likeability,2
13,self_other,3
13,self_other,13
13,self_other,17
14,likeability,9
14,likeability,4
14,likeability,16
15,mentalizing,13
15,mentalizing,2
15,mentalizing,5
16,self_other,7
16,self_other,8
16,self_other,16
17,likeability,17
17,likeability,5
17,likeability,15
18,mentalizing,4
18,mentalizing,1
18,mentalizing,16
19,self_other,10
19,self_other,1
19,self_other,12
20,likeability,18
20,likeability,19
20,likeability,12
21,mentalizing,18
21,mentalizing,14
21,mentalizing,19
