block_order,judgment,video_id
1,likeability,13
1,likeability,3
1,likeability,14
2,self_other,20
2,self_other,5
2,self_other,18
3,likeability,16
3,likeability,4
3,likeability,9
4,mentalizing,10
4,mentalizing,11
4,mentalizing,15
5,self_other,11
5,self_other,19
5,self_other,9
6,mentalizing,17
6,mentalizing,7
6,mentalizing,6
7,likeability,6
7,likeability,8
7,likeability,20
8,self_other,16
8,self_other,8
8,self_other,7
9,mentalizing,8
9,mentalizing,20
9,mentalizing,12
10,self_other,4
10,self_other,2
10,self_other,6
11,likeability,10
11,likeability,2
11,likeability,7
12,mentalizing,9
12,mentalizing,21
12,mentalizing,3
13,self_other,10
13,self_other,12
13,self_other,1
14,mentalizing,5
14,mentalizing,13
14,mentalizing,2
15,likeability,19
15,likeability,18
15,likeability,12
16,self_other,15
16,self_other,21
16,self_other,14
17,likeability,11
17,likeability,21
17,likeability,1
18,mentalizing,1
18,mentalizing,16
18,mentalizing,4
19,likeability,17
19,likeability,5
19,likeability,15
20,mentalizing,14
20,mentalizing,19
20,mentalizing,18
21,self_other,17
21,self_other,3
21,self_other,13
