block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,15
1,mentalizing,11
2,self_other,12
2,self_other,1
2,self_other,10
3,likeability,8
3,likeability,6
3,likeability,20
4,mentalizing,7
4,mentalizing,17
4,mentalizing,6
5,likeability,11
5,likeability,21
5,likeability,1
6,self_other,9
6,self_other,19
6,self_other,11
7,mentalizing,20
7,mentalizing,8
7,mentalizing,12
8,likeability,12
8,likeability,18
8,likeability,19
9,mentalizing,3
9,mentalizing,9
9,mentalizing,21
10,self_other,2
10,self_other,6
10,self_other,4
11,likeability,2
11,likeability,7
11,likeability,10
12,mentalizing,2
12,mentalizing,13
12,mentalizing,5
13,self_other,7
13,self_other,16
13,self_other,8
14,mentalizing,4
14,mentalizing,1
14,mentalizing,16
15,likeability,17
15,likeability,15
15,likeability,5
16,mentalizing,18
16,mentalizing,14
16,mentalizing,19
17,self_other,18
17,self_other,20
17,self_other,5
18,likeability,4
18,likeability,16
18,likeability,9
19,self_other,15
19,self_other,14
19,self_other,21
20,likeability,14
20,likeability,13
20,likeability,3
21,self_other,3
21,self_other,17
21,self_other,13
