block_order,judgment,video_id
1,likeability,16
1,likeability,4
1,likeability,9
2,self_other,19
2,self_other,11
2,self_other,9
3,mentalizing,10
3,mentalizing,15
3,mentalizing,11
4,self_other,20
4,self_other,18
4,self_other,5
5,mentalizing,7
5,mentalizing,6
5,mentalizing,17
6,likeability,13
6,likeability,14
6,likeability,3
7,mentalizing,8
7,mentalizing,12
7,mentalizing,20
8,likeability,20
8,likeability,6
8,likeability,8
9,self_other,16
9,self_other,7
9,self_other,8
10,likeability,15
10,likeability,17
10,likeability,5
11,mentalizing,3
11,mentalizing,9
11,mentalizing,21
12,self_other,6
12,self_other,4
12,self_other,2
13,mentalizing,5
13,mentalizing,2
13,mentalizing,13
14,self_other,14
14,self_other,21
14,self_other,15
15,likeability,19
15,likeability,18
15,likeability,12
16,self_other,3
16,self_other,13
16,self_other,17
17,likeability,1
17,likeability,11
17,likeability,21
18,self_other,10
18,self_other,1
18,self_other,12
19,mentalizing,1
19,mentalizing,16
19,mentalizing,4
20,likeability,7
20,likeability,10
20,likeability,2
21,mentalizing,18
21,mentalizing,14
21,mentalizing,19
