block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,15
1,mentalizing,11
2,self_other,15
2,self_other,21
2,self_other,14
3,mentalizing,17
3,mentalizing,7
3,mentalizing,6
4,likeability,7
4,likeability,10
4,likeability,2
5,self_other,8
5,self_other,7
5,self_other,16
6,mentalizing,20
6,mentalizing,12
6,mentalizing,8
7,likeability,11
7,likeability,21
7,likeability,1
8,mentalizing,21
8,mentalizing,3
8,mentalizing,9
9,likeability,9
9,likeability,4
9,likeability,16
10,self_other,11
10,self_other,19
10,self_other,9
11,likeability,20
11,likeability,8
11,likeability,6
12,self_other,10
12,self_other,1
12,self_other,12
13,likeability,3
13,likeability,14
13,likeability,13
14,self_other,13
14,self_other,17
14,self_other,3
15,likeability,5
15,likeability,17
15,likeability,15
16,mentalizing,2
16,mentalizing,13
16,mentalizing,5
17,self_other,5
17,self_other,18
17,self_other,20
18,likeability,12
18,likeability,18
18,likeability,19
19,mentalizing,1
19,mentalizing,4
19,mentalizing,16
20,self_other,2
20,self_other,6
20,self_other,4
21,mentalizing,14
21,mentalizing,19
21,mentalizing,18
