block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,15
1,mentalizing,11
2,likeability,15
2,likeability,17
2,likeability,5
3,mentalizing,17
3,mentalizing,6
3,mentalizing,7
4,likeability,21
4,likeability,11
4,likeability,1
5,self_other,11
5,self_other,9
5,self_other,19
6,likeability,16
6,likeability,4
6,likeability,9
7,self_other,21
7,self_other,14
7,self_other,15
8,mentalizing,8
8,mentalizing,20
8,mentalizing,12
9,self_other,7
9,self_other,16
9,self_other,8
10,likeability,18
10,likeability,12
10,likeability,19
11,self_other,13
11,self_other,17
11,self_other,3
12,likeability,3
12,likeability,13
12,likeability,14
13,mentalizing,3
13,mentalizing,21
13,mentalizing,9
14,likeability,10
14,likeability,2
14,likeability,7
15,mentalizing,13
15,mentalizing,5
15,mentalizing,2
16,self_other,5
16,self_other,20
16,self_other,18
17,likeability,8
17,likeability,20
17,likeability,6
18,mentalizing,4
18,mentalizing,1
18,mentalizing,16
19,self_other,4
19,self_other,6
19,self_other,2
20,mentalizing,18
20,mentalizing,19
20,mentalizing,14
21,self_other,1
21,self_other,12
21,self_other,10
