block_order,judgment,video_id
1,self_other,17
1,self_other,3
1,self_other,13
2,mentalizing,11
2,mentalizing,15
2,mentalizing,10
3,likeability,10
3,likeability,2
3,likeability,7
4,self_other,20
4,self_other,5
4,self_other,18
5,mentalizing,7
5,mentalizing,17
5,mentalizing,6
6,likeability,14
6,likeability,3
6,likeability,13
7,mentalizing,20
7,mentalizing,8
7,mentalizing,12
8,likeability,8
8,likeability,6
8,likeability,20
9,mentalizing,21
9,mentalizing,9
9,mentalizing,3
10,likeability,18
10,likeability,19
10,likeability,12
11,self_other,19
11,self_other,11
11,self_other,9
12,mentalizing,13
12,mentalizing,5
12,mentalizing,2
13,self_other,4
13,self_other,2
13,self_other,6
14,likeability,9
14,likeability,16
14,likeability,4
15,self_other,14
15,self_other,21
15,self_other,15
16,mentalizing,1
16,mentalizing,16
16,mentalizing,4
17,self_other,16
17,self_other,7
17,self_other,8
18,likeability,1
18,likeability,11
18,likeability,21
19,self_other,1
19,self_other,12
19,self_other,10
20,mentalizing,14
20,mentalizing,19
20,mentalizing,18
21,likeability,17
21,likeability,5
21,likeability,15
