block_order,judgment,video_id
1,self_other,13
1,self_other,17
1,self_other,3
2,mentalizing,10
2,mentalizing,15
2,mentalizing,11
3,likeability,9
3,likeability,4
3,likeability,16
4,self_other,14
4,self_other,21
4,self_other,15
5,mentalizing,7
5,mentalizing,6
5,mentalizing,17
6,likeability,21
6,likeability,11
6,likeability,1
7,mentalizing,20
7,mentalizing,12
7,mentalizing,8
8,self_other,9
8,self_other,11
8,self_other,19
9,mentalizing,3
9,mentalizing,21
9,mentalizing,9
10,self_other,5
10,self_other,18
10,self_other,20
11,likeability,2
11,likeability,7
11,likeability,10
12,mentalizing,2
12,mentalizing,13
12,mentalizing,5
13,self_other,16
13,self_other,7
13,self_other,8
14,likeability,17
14,likeability,5
14,likeability,15
15,self_other,1
15,self_other,10
15,self_other,12
16,likeability,8
16,likeability,20
16,likeability,6
17,self_other,4
17,self_other,6
17,self_other,2
18,likeability,19
18,likeability,12
18,likeability,18
19,mentalizing,4
19,mentalizing,16
19,mentalizing,1
20,likeability,13
20,likeability,3
20,likeability,14
21,mentalizing,19
21,mentalizing,14
21,mentalizing,18
