block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,11
1,mentalizing,15
2,self_other,17
2,self_other,3
2,self_other,13
3,likeability,21
3,likeability,11
3,likeability,1
4,self_other,9
4,self_other,11
4,self_other,19
5,likeability,18
5,likeability,19
5,likeability,12
6,self_other,5
6,self_other,18
6,self_other,20
7,mentalizing,17
7,mentalizing,6
7,mentalizing,7
8,likeability,3
8,likeability,14
8,likeability,13
9,self_other,2
9,self_other,4
9,self_other,6
10,mentalizing,20
10,mentalizing,8
10,mentalizing,12
11,self_other,21
11,self_other,14
11,self_other,15
12,mentalizing,9
12,mentalizing,21
12,mentalizing,3
13,likeability,4
13,likeability,9
13,likeability,16
14,mentalizing,2
14,mentalizing,13
14,mentalizing,5
15,self_other,8
15,self_other,16
15,self_other,7
16,mentalizing,1
16,mentalizing,16
16,mentalizing,4
17,likeability,8
17,likeability,6
17,likeability,20
18,self_other,1
18,self_other,10
18,self_other,12
19,likeability,15
19,likeability,17
19,likeability,5
20,mentalizing,14
20,mentalizing,19
20,mentalizing,18
21,likeability,7
21,likeability,2
21,likeability,10
