block_order,judgment,video_id
1,likeability,15
1,likeability,5
1,likeability,17
2,mentalizing,10
2,mentalizing,15
2,mentalizing,11
3,self_other,10
3,self_other,12
3,self_other,1
4,mentalizing,6
4,mentalizing,7
4,mentalizing,17
5,likeability,10
5,likeability,2
5,likeability,7
6,mentalizing,8
6,mentalizing,20
6,mentalizing,12
7,likeability,3
7,likeability,14
7,likeability,13
8,self_other,17
8,self_other,13
8,self_other,3
9,mentalizing,21
9,mentalizing,3
9,mentalizing,9
10,self_other,2
10,self_other,6
10,self_other,4
11,mentalizing,13
11,mentalizing,2
11,mentalizing,5
12,likeability,6
12,likeability,20
12,likeability,8
13,self_other,8
13,self_other,7
13,self_other,16
14,likeability,11
14,likeability,1
14,likeability,21
15,mentalizing,1
15,mentalizing,16
15,mentalizing,4
16,self_other,9
16,self_other,11
16,self_other,19
17,likeability,18
17,likeability,19
17,likeability,12
18,self_other,21
18,self_other,15
18,self_other,14
19,mentalizing,19
19,mentalizing,14
19,mentalizing,18
20,likeability,4
20,likeability,16
20,likeability,9
21,self_other,20
21,self_other,5
21,self_other,18
