block_order,judgment,video_id
1,mentalizing,15
1,mentalizing,10
1,mentalizing,11
2,self_other,17
2,self_other,3
2,self_other,13
3,mentalizing,6
3,mentalizing,17
3,mentalizing,7
4,likeability,5
4,likeability,17
4,likeability,15
5,self_other,9
5,self_other,19
5,self_other,11
6,likeability,3
6,likeability,13
6,likeability,14
7,mentalizing,20
7,mentalizing,12
7,mentalizing,8
8,likeability,20
8,likeability,8
8,likeability,6
9,self_other,4
9,self_other,2
9,self_other,6
10,mentalizing,3
10,mentalizing,21
10,mentalizing,9
11,likeability,10
11,likeability,7
11,likeability,2
12,self_other,1
12,self_other,12
12,self_other,10
13,likeability,19
13,likeability,12
13,likeability,18
14,mentalizing,2
14,mentalizing,5
14,mentalizing,13
15,likeability,11
15,likeability,21
15,likeability,1
16,self_other,14
16,self_other,21
16,self_other,15
17,mentalizing,4
17,mentalizing,1
17,mentalizing,16
18,self_other,7
18,self_other,8
18,self_other,16
19,likeability,9
19,likeability,16
19,likeability,4
20,self_other,18
20,self_other,5
20,self_other,20
21,mentalizing,18
21,mentalizing,14
21,mentalizing,19
